date,GLD,SLV,USO,BNO,UNG,DBA,DBB,CPER,PPLT
2023-01-17,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-18,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-19,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-20,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-23,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-24,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-25,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-26,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-27,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-30,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-01-31,0.0,0.24811640477922625,0.0,0.0,0.0,0.0,0.0,0.0,0.24811640477922625
2023-02-01,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-02,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-03,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-06,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-07,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-08,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-09,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-10,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-13,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-14,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-15,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-16,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-17,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-21,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-22,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-23,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-24,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-27,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-02-28,0.0,0.27298653026610137,0.0,0.0,0.0,0.0,0.0,0.27298653026610137,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3666278390777795,0.3666278390777795
2023-04-03,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-04,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-05,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-06,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-10,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-11,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-12,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-13,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-14,0.0,0.3660763631953113,0.0,0.0,0.0,0.0,0.0,0.3660763631953113,0.0
2023-04-17,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-18,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-19,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-20,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-21,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-24,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-25,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-26,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-27,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-04-28,0.38554076584549657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38554076584549657
2023-05-01,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-02,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-03,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-04,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-05,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-08,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-09,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-10,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-11,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-12,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-15,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-16,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-17,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-18,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-19,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-22,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-23,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-24,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-25,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-26,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-30,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-05-31,0.2958541229868469,0.2329739767177999,0.0,0.0,0.0,0.0,0.0,0.0,0.2108072077624704
2023-06-01,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-02,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-05,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-06,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-07,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-08,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-09,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-12,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-13,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-14,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-15,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-16,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-20,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-21,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-22,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-23,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-26,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-27,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-28,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-29,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-06-30,0.3285645538629586,0.24988026489121198,0.0,0.0,0.0,0.0,0.0,0.0,0.24296656590322582
2023-07-03,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-05,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-06,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-07,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-10,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-11,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-12,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-13,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-14,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-17,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-18,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-19,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-20,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-21,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-24,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-25,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-26,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-27,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-28,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-07-31,0.32169898225438465,0.17386978486265053,0.0,0.0,0.0,0.3026015819817028,0.0,0.20182965090126212,0.0
2023-08-01,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-02,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-03,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-04,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-07,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-08,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-09,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-10,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-11,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-14,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-15,0.3566087144441998,0.15406549941985356,0.0,0.0,0.0,0.30155478592711077,0.0,0.18777100020883586,0.0
2023-08-16,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-17,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-18,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-21,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-22,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-23,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-24,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-25,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-28,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-29,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-30,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-08-31,0.0,0.0,0.23909313316079486,0.24242634792299872,0.0,0.32101298738919576,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-05,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-06,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-07,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-08,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-11,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-12,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-13,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-14,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-15,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-18,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-19,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-20,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-21,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-22,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-25,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-26,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-27,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-28,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-09-29,0.0,0.0,0.27231893572791926,0.273240814631197,0.0,0.36370650023941087,0.0,0.0,0.0
2023-10-02,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-03,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-04,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-05,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-06,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-09,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-10,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-11,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-12,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-13,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-16,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-17,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-18,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-19,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-20,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-23,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-24,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-25,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-26,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-27,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-30,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-10-31,0.0,0.0,0.29748134841922974,0.30251865158077024,0.0,0.4,0.0,0.0,0.0
2023-11-01,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-02,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-03,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-06,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-07,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-08,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-09,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-10,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-13,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-14,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-15,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-16,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-17,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-20,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-21,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-22,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-24,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-27,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-28,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-29,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-11-30,0.3209685020936879,0.0,0.24097969435402938,0.24047305878650246,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-04,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-05,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-06,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-07,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-08,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-11,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-12,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-13,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-14,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-15,0.4,0.24218992300489237,0.0,0.0,0.0,0.0,0.0,0.35781007699510764,0.0
2023-12-18,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-19,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-20,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-21,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-22,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-26,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-27,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-28,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2023-12-29,0.33950971785708983,0.0,0.0,0.0,0.0,0.0,0.3479044156850216,0.3125858664578886,0.0
2024-01-02,0.39487623587647486,0.0,0.0,0.0,0.0,0.0,0.0,0.35428208697221447,0.2508416771513106
2024-01-03,0.39487623587647486,0.0,0.0,0.0,0.0,0.0,0.0,0.35428208697221447,0.2508416771513106
2024-01-04,0.39487623587647486,0.0,0.0,0.0,0.0,0.0,0.0,0.35428208697221447,0.2508416771513106
2024-01-05,0.39487623587647486,0.0,0.0,0.0,0.0,0.0,0.0,0.35428208697221447,0.2508416771513106
2024-01-08,0.39487623587647486,0.0,0.0,0.0,0.0,0.0,0.0,0.35428208697221447,0.2508416771513106
2024-01-09,0.39487623587647486,0.0,0.0,0.0,0.0,0.0,0.0,0.35428208697221447,0.2508416771513106
